MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3521_12,0.176496,0.235485,0.583694,0.403563,0.282436,0.398954,0.544028,0.59408,0.488381,0.201028,0.205506,0.720012,0.535159,0.695391,0.265226,0.273113,0.459005,0.515434,0.803674,0.533532,0.236067,0.469584,0.39174,0.209217,0.311938,0.58576,0.740845,0.517689,0.729703,0.405786,0.426213,0.429194,0.074178,0.48398,0.223262,0.577207,0.507096,0.259821,0.471157,0.40516,0.323774,0.268617,0.495296,0.209584,0.378813,0.444677,0.482927,0.191686,0.462756,0.494478,0.085979,0.319362,0.524605,0.534388,0.457514,0.463547,0.169295,0.096109,0.383733,0.084345,0.340705,0.293289,0.330365,0.545997,0.23904,0.425441,0.604173,0.420509,0.270811,0.084433,0.534388,0.086526,0.408795,0.09088,0.117386,0.255078,0.623792,Control,Memantine,C/S,c-CS-m
3521_13,0.161424,0.173422,0.517718,0.329236,0.261461,0.42109,0.527798,0.540835,0.509688,0.186131,0.174722,0.618852,0.458739,0.615455,0.195693,0.211715,0.397944,0.495986,0.771074,0.483277,0.228703,0.45113,0.337398,0.163101,0.258471,0.535162,0.636797,0.447058,0.672942,0.426174,0.373177,0.322609,0.061975,0.456845,0.174992,0.551138,0.495796,0.227686,0.444422,0.361682,0.2601,0.200006,0.388057,0.142324,0.342261,0.384114,0.474735,0.149862,0.391941,0.351947,0.066908,0.305883,0.402682,0.497507,0.403698,0.478883,0.161479,0.168593,0.358281,0.070869,0.322174,0.293973,0.27841,0.540284,0.216834,0.419267,0.582413,0.401763,0.299871,0.178317,0.497507,0.140523,0.353015,0.137942,0.121734,0.236637,0.54711,Control,Memantine,C/S,c-CS-m
3521_14,0.162806,0.194035,0.553456,0.339318,0.25408,0.437136,0.549985,0.530829,0.485675,0.209019,0.165111,0.634551,0.490924,0.639745,0.24981,0.221008,0.417352,0.502395,0.771668,0.487948,0.231959,0.432455,0.362611,0.165046,0.257341,0.531288,0.665707,0.450009,0.694768,0.447404,0.305313,0.356606,0.081152,0.469907,0.195095,0.570875,0.477985,0.233185,0.463385,0.396866,0.272447,0.224219,0.351557,0.149786,0.31979,0.403257,0.480661,0.182211,0.440503,0.36798,0.070907,0.3136,0.385812,0.486968,0.48243,0.474902,0.170784,0.135513,0.355918,0.083318,0.334537,0.302512,0.294224,0.542645,0.260676,0.436157,0.621398,0.422462,0.288907,0.230606,0.486968,0.083184,0.337829,0.118344,0.182687,0.254236,0.563099,Control,Memantine,C/S,c-CS-m
3521_15,0.138134,0.167384,0.50003,0.300354,0.245971,0.396904,0.538488,0.48756,0.43929,0.169265,0.156195,0.606949,0.405372,0.641876,0.184986,0.180197,0.393585,0.45675,0.729512,0.475644,0.211954,0.400803,0.345766,0.136356,0.221611,0.524281,0.702934,0.425332,0.680616,0.509931,0.300853,0.286674,0.052401,0.450522,0.195393,0.544513,0.472073,0.209087,0.404918,0.326494,0.252484,0.171417,0.322725,0.123374,0.302428,0.403676,0.497321,0.174861,0.425146,0.38718,0.068281,0.314245,0.510596,0.415655,0.677861,0.388162,0.160097,0.19916,0.31412,0.070989,0.280616,0.294033,0.279201,0.516078,0.303671,0.399622,0.594189,0.425937,0.302322,0.164003,0.415655,0,0.342637,0.113294,0.166654,0.263667,0.57446,Control,Memantine,C/S,c-CS-m
294_1,0.074572,0.11335,0.506073,0.529019,0.3843,0.351348,0.426092,0.696987,0.592432,0.15767,0.075101,0.608782,0.33892,0.629027,0.466596,0.626159,0.671323,0.272174,0.564458,0.541731,0.063864,0.363427,0.234326,0.30784,0.362664,0.466574,0.55491,0.48227,0.63075,0.234168,0.330717,0.528743,0.21025,0.543132,0.348238,0.743624,0.479407,0.271985,0.470805,0.297025,0.341692,0.308047,0.26894,0.304719,0.675811,0.204209,0.370139,0.133902,0.202468,0.285954,0.016747,0.292027,0.643004,0.680464,0.463518,0.598292,0.087547,0.107526,0.673264,0.146415,0.468787,0.200227,0.517035,0.755138,0.309183,0.579711,0.496381,0.470024,0.359346,0.299172,0.680464,0.216656,0.410143,0.224755,0.303636,0.214513,0.285845,Control,Memantine,S/C,c-SC-m
294_2,0.067556,0.103162,0.455163,0.479981,0.384313,0.343668,0.399,0.655258,0.510778,0.151272,0.072798,0.593276,0.307244,0.495481,0.450268,0.57818,0.657588,0.241858,0.573789,0.523759,0.060249,0.320237,0.173968,0.285815,0.332174,0.432123,0.531693,0.430661,0.59959,0.190755,0.304076,0.505472,0.202894,0.542541,0.292437,0.724438,0.456498,0.246655,0.441892,0.265335,0.268441,0.274957,0.246236,0.304585,0.627325,0.183284,0.35548,0.131529,0.21569,0.286446,0.015963,0.294096,0.625688,0.660461,0.46915,0.597416,0.085737,0.133937,0.632772,0.142319,0.460295,0.240044,0.502841,0.756984,0.308279,0.568157,0.453052,0.506886,0.359346,0.299172,0.660461,0.214646,0.406675,0.224755,0.285885,0.273177,0.256399,Control,Memantine,S/C,c-SC-m
294_3,0.076871,0.115852,0.541044,0.523519,0.426948,0.35243,0.430449,0.6854,0.54135,0.169406,0.073936,0.63445,0.350749,0.529414,0.495519,0.625057,0.691141,0.260767,0.547439,0.566689,0.061201,0.363494,0.228312,0.315994,0.369229,0.460624,0.601365,0.48753,0.648199,0.228529,0.331545,0.54001,0.211801,0.542417,0.336353,0.710175,0.492385,0.263704,0.498883,0.303107,0.304488,0.301171,0.257542,0.312828,0.653522,0.194873,0.364342,0.139431,0.203269,0.341891,0.018662,0.298332,0.641273,0.689922,0.518683,0.626397,0.089214,0.107873,0.664276,0.139751,0.489393,0.211582,0.536461,0.747103,0.339971,0.56299,0.493874,0.531136,0.359346,0.299172,0.689922,0.200454,0.423618,0.224755,0.348604,0.214593,0.261488,Control,Memantine,S/C,c-SC-m
294_4,0.074217,0.101904,0.482625,0.483587,0.359373,0.359387,0.482169,0.63633,0.483063,0.144602,0.071752,0.640891,0.353238,0.520606,0.461827,0.549101,0.641016,0.242448,0.559784,0.529321,0.071718,0.400832,0.29961,0.252365,0.295606,0.44386,0.582733,0.428205,0.593707,0.29203,0.332433,0.456145,0.196769,0.591144,0.411861,0.697718,0.510172,0.257902,0.483242,0.317045,0.323853,0.325803,0.308936,0.292739,0.610045,0.229789,0.361177,0.151304,0.185423,0.242588,0.01517,0.30601,0.624622,0.739324,0.522644,0.580049,0.11198,0.180393,0.68389,0.14749,0.520786,0.197693,0.486562,0.765536,0.383223,0.622655,0.507364,0.507962,0.359346,0.299172,0.739324,0.224264,0.441535,0.224755,0.352733,0.278719,0.286527,Control,Memantine,S/C,c-SC-m
294_5,0.065427,0.097724,0.477069,0.46905,0.309919,0.365937,0.459639,0.620792,0.470676,0.145,0.069766,0.617176,0.327773,0.505673,0.425089,0.517087,0.598607,0.231794,0.540091,0.517964,0.062878,0.407977,0.27875,0.233087,0.283053,0.436559,0.556985,0.43327,0.595941,0.25426,0.304804,0.436067,0.189082,0.580174,0.351123,0.665606,0.496986,0.240589,0.483037,0.281014,0.313209,0.304405,0.293068,0.271412,0.603268,0.221175,0.347791,0.151397,0.221206,0.275079,0.013978,0.308483,0.632117,0.758655,0.536181,0.586664,0.092018,0.181494,0.681997,0.1515,0.478563,0.255583,0.477959,0.77342,0.395686,0.596532,0.481284,0.52308,0.359346,0.299172,0.758655,0.238581,0.419302,0.224755,0.34442,0.271314,0.305842,Control,Memantine,S/C,c-SC-m
294_6,0.069437,0.094476,0.439447,0.447033,0.347403,0.356026,0.423652,0.614547,0.471784,0.151626,0.064733,0.604748,0.297485,0.527058,0.404024,0.502005,0.613972,0.227893,0.506302,0.516817,0.05913,0.397973,0.272542,0.217611,0.283662,0.414816,0.541809,0.41098,0.573673,0.208279,0.290667,0.408716,0.18071,0.562612,0.347725,0.686542,0.486838,0.200344,0.459532,0.276245,0.283141,0.251073,0.250258,0.27565,0.611261,0.21303,0.362294,0.247851,0.210207,0.304593,0.014433,0.320509,0.624788,0.734643,0.595793,0.634242,0.104898,0.215051,0.6881,0.149614,0.516857,0.255736,0.50712,0.761679,0.427966,0.598617,0.482217,0.556665,0.359346,0.299172,0.734643,0.203577,0.448389,0.224755,0.417919,0.275984,0.301004,Control,Memantine,S/C,c-SC-m
294_7,0.075132,0.098874,0.52757,0.506078,0.293175,0.382962,0.544852,0.638902,0.663862,0.165199,0.075936,0.655602,0.480752,0.559788,0.458277,0.545518,0.628081,0.24699,0.590496,0.544411,0.078039,0.480677,0.361906,0.24119,0.267304,0.432012,0.609648,0.528715,0.616161,0.385991,0.367724,0.426542,0.205957,0.667934,0.420248,0.722312,0.553141,0.270086,0.512933,0.343675,0.375541,0.329258,0.346299,0.190095,0.539289,0.212477,0.335716,0.193869,0.154762,0.203027,0.006306,0.293841,0.520031,0.768057,0.507285,0.546325,0.087681,0.10763,0.663377,0.130707,0.479279,0.202171,0.449742,0.73489,0.427596,0.592337,0.434425,0.535158,0.359346,0.299172,0.768057,0.352662,0.420663,0.224755,0.522035,0.43798,0.317109,Control,Memantine,S/C,c-SC-m
294_8,0.062601,0.092075,0.469648,0.449352,0.31825,0.402013,0.506806,0.611846,0.581783,0.161918,0.073387,0.636928,0.3505,0.569603,0.42424,0.536078,0.60946,0.223399,0.565155,0.538371,0.095873,0.485547,0.358947,0.221371,0.262344,0.414034,0.572246,0.513487,0.597561,0.328488,0.337376,0.413271,0.19789,0.65256,0.375587,0.702696,0.547329,0.242406,0.507134,0.336878,0.321635,0.286498,0.314234,0.141364,0.495153,0.194356,0.32532,0.170356,0.160875,0.218389,0.012292,0.293885,0.549569,0.70881,0.51268,0.498101,0.080823,0.113555,0.674457,0.136421,0.491036,0.249155,0.438549,0.734126,0.476369,0.607324,0.410951,0.465028,0.359346,0.299172,0.70881,0.248291,0.42089,0.224755,0.515807,0.40716,0.294929,Control,Memantine,S/C,c-SC-m
294_9,0.05711,0.080303,0.434933,0.39908,0.294294,0.426593,0.454692,0.571311,0.440726,0.142749,0.064618,0.604919,0.307833,0.545114,0.360495,0.483086,0.584439,0.22743,0.536321,0.525751,0.071701,0.421191,0.301873,0.19354,0.216781,0.38782,0.540618,0.442294,0.553547,0.352781,0.29556,0.353756,0.182362,0.563035,0.300279,0.662597,0.493438,0.21286,0.480953,0.270947,0.268215,0.226204,0.265913,0.200212,0.509216,0.209991,0.33549,0.169943,0.174099,0.256965,0.008604,0.309496,0.511262,0.68327,0.566272,0.573955,0.09247,0.117958,0.684273,0.142597,0.488363,0.258196,0.481712,0.730803,0.497067,0.600037,0.420467,0.523309,0.359346,0.299172,0.68327,0.292929,0.437729,0.224755,0.508137,0.3667,0.321534,Control,Memantine,S/C,c-SC-m
294_10,0.081814,0.117069,0.597425,0.502761,0.251974,0.438619,0.617643,0.62965,0.654096,0.188384,0.083066,0.742502,0.461821,0.65607,0.442772,0.548051,0.641693,0.255566,0.649936,0.587652,0.09003,0.593202,0.460033,0.233805,0.257586,0.446153,0.657922,0.587633,0.632884,0.474911,0.528716,0.406963,0.238523,0.774314,0.575074,0.806749,0.626513,0.382271,0.576231,0.478018,0.536075,0.481102,0.410838,0.123924,0.468947,0.246011,0.327042,0.186813,0.130773,0.189225,0.008141,0.310726,0.52003,0.689638,0.483192,0.550983,0.085582,0.170941,0.685662,0.136732,0.517002,0.246972,0.443901,0.717751,0.556664,0.599772,0.479411,0.586313,0.359346,0.299172,0.689638,0.422583,0.445443,0.224755,0.568828,0.454596,0.317755,Control,Memantine,S/C,c-SC-m
294_11,0.071619,0.100923,0.552462,0.450899,0.283819,0.446084,0.716627,0.595402,0.558814,0.171286,0.079984,0.693439,0.399541,0.585498,0.439328,0.508234,0.600052,0.234024,0.593943,0.564982,0.086462,0.55859,0.484666,0.21354,0.227615,0.420434,0.669306,0.525355,0.626953,0.393059,0.382534,0.36401,0.217182,0.72798,0.512072,0.785052,0.587838,0.300989,0.535481,0.382129,0.470391,0.380861,0.372438,0.147604,0.466337,0.253333,0.338327,0.206356,0.158337,0.196795,0.007309,0.318243,0.502222,0.755586,0.564421,0.553906,0.096078,0.289695,0.712136,0.150531,0.558277,0.329515,0.464025,0.769501,0.581237,0.622809,0.446864,0.606092,0.359346,0.299172,0.755586,0.312879,0.5102,0.224755,0.567279,0.474737,0.336539,Control,Memantine,S/C,c-SC-m
294_12,0.090413,0.103952,0.549837,0.442767,0.2801,0.432847,0.633473,0.59793,0.571129,0.166143,0.078909,0.69228,0.435813,0.634735,0.449659,0.527252,0.614949,0.265562,0.614931,0.547462,0.091265,0.573736,0.474561,0.216771,0.233393,0.427975,0.652329,0.553461,0.62652,0.395922,0.423583,0.376614,0.223157,0.737427,0.602329,0.790121,0.634817,0.301174,0.56018,0.407723,0.482758,0.420924,0.35375,0.174596,0.45797,0.252529,0.336384,0.200551,0.157497,0.212734,0.007204,0.309159,0.527989,0.73966,0.62005,0.602735,0.113666,0.190087,0.671149,0.158781,0.559727,0.363341,0.459164,0.753718,0.585985,0.63809,0.469044,0.660418,0.359346,0.299172,0.73966,0.317878,0.441209,0.224755,0.635069,0.482688,0.350731,Control,Memantine,S/C,c-SC-m
294_13,0.07402,0.0929,0.548118,0.419694,0.219845,0.495774,0.666949,0.522771,0.647523,0.179301,0.07817,0.702327,0.42614,0.671222,0.410511,0.496307,0.566255,0.193574,0.630268,0.540834,0.096569,0.595401,0.501892,0.187372,0.185826,0.390236,0.656206,0.565313,0.580618,0.526004,0.433252,0.297219,0.213716,0.728744,0.620449,0.783964,0.644284,0.324471,0.62052,0.459461,0.548769,0.497237,0.377986,0.033466,0.38657,0.236621,0.317455,0.192732,0.125291,0.153589,0.003998,0.312654,0.448431,0.736153,0.455724,0.42119,0.090211,0.25115,0.651962,0.129618,0.576127,0.33114,0.450198,0.686883,0.730909,0.629622,0.467281,0.703602,0.359346,0.299172,0.736153,0.466905,0.503739,0.224755,0.784928,0.714282,0.308655,Control,Memantine,S/C,c-SC-m
294_14,0.080297,0.116391,0.656595,0.508682,0.254995,0.553356,0.741664,0.613941,0.714495,0.196366,0.091016,0.791384,0.65869,0.746055,0.495788,0.537507,0.638928,0.247653,0.676528,0.626135,0.117444,0.686039,0.614309,0.220109,0.229806,0.425011,0.695337,0.725692,0.677703,0.609365,0.520268,0.378052,0.253219,0.890838,0.691016,0.893109,0.730387,0.395289,0.700261,0.486656,0.696161,0.506284,0.432648,0.122979,0.39187,0.248981,0.313312,0.097443,0.139222,0.170164,0.002458,0.31919,0.509619,0.810367,0.535949,0.497364,0.125873,0.326205,0.710675,0.1297,0.59407,0.404517,0.487362,0.687556,0.69847,0.616317,0.396876,0.727989,0.359346,0.299172,0.810367,0.515826,0.463466,0.224755,0.729943,0.621838,0.314945,Control,Memantine,S/C,c-SC-m
294_15,0.071307,0.106014,0.647179,0.486144,0.264614,0.534718,0.851393,0.58847,0.689388,0.179189,0.080832,0.738588,0.487181,0.717733,0.47749,0.539699,0.599914,0.236943,0.65889,0.555741,0.112449,0.756276,0.784686,0.206141,0.202256,0.417271,0.688777,0.583217,0.649901,0.563086,0.496927,0.358434,0.235221,0.864853,0.626689,0.850605,0.671843,0.338919,0.660226,0.505351,0.629874,0.481743,0.396587,0.100701,0.416736,0.22103,0.322953,0.202215,0.145214,0.171851,0.005438,0.322419,0.466445,0.777718,0.63901,0.5315,0.102112,0.252282,0.692781,0.134151,0.567448,0.428866,0.472195,0.676716,0.767185,0.626687,0.418704,0.736951,0.359346,0.299172,0.777718,0.378818,0.543333,0.224755,0.792472,0.708396,0.330736,Control,Memantine,S/C,c-SC-m
3412_1,0.052785,0.085639,0.436387,0.475976,0.386067,0.405565,0.4601,0.867195,0.531328,0.131324,0.070556,0.766597,0.392926,0.591762,0.474006,0.935147,0.664648,0.282774,0.809971,0.585822,0.04052,0.342324,0.253861,0.319394,0.301336,0.396513,0.539687,0.467322,0.642288,0.263312,0.253407,0.560967,0.344436,0.508195,0.335488,0.832594,0.523814,0.257193,0.46848,0.30639,0.304897,0.248856,0.299407,0.366068,0.671833,0.331329,0.491229,0.187907,0.39336,0.234054,0.106971,0.346383,0.724301,0.71514,0.66111,0.646374,0.191108,0.254916,0.815768,0.184576,0.523743,0.357249,0.64686,0.965843,0.40102,0.630085,0.479132,0.289571,0.322346,0.299212,0.71514,0.321905,0.438486,0.176088,0.340541,0.346886,0.220737,Control,Memantine,S/C,c-SC-m
3412_2,0.050849,0.088006,0.479594,0.473983,0.441088,0.391485,0.481773,0.885531,0.561194,0.129241,0.076194,0.795345,0.423578,0.600369,0.468907,0.953364,0.668474,0.303246,0.73507,0.581223,0.043867,0.361231,0.269539,0.309489,0.307974,0.4051,0.539025,0.466026,0.661574,0.274019,0.277651,0.569251,0.350709,0.512085,0.310747,0.864131,0.531601,0.27476,0.467639,0.304725,0.2998,0.264165,0.309837,0.342254,0.663189,0.297202,0.46268,0.161175,0.365406,0.235566,0.10916,0.33009,0.684122,0.69423,0.581479,0.629764,0.188621,0.231289,0.763104,0.169931,0.480254,0.308492,0.633493,0.878703,0.356995,0.586026,0.423376,0.276043,0.29796,0.264064,0.69423,0.276376,0.365429,0.161588,0.315201,0.324225,0.197459,Control,Memantine,S/C,c-SC-m
3412_3,0.054461,0.092754,0.493547,0.491689,0.425775,0.38304,0.468535,0.886194,0.639671,0.134342,0.078044,0.793385,0.40388,0.603013,0.519831,1,0.697439,0.314525,0.705622,0.572801,0.045857,0.346561,0.265226,0.319276,0.394948,0.397538,0.566837,0.465998,0.67506,0.288377,0.282385,0.572811,0.355766,0.517765,0.344415,0.8925,0.541196,0.273957,0.48148,0.323471,0.293869,0.230513,0.308499,0.344149,0.645145,0.264233,0.47221,0.151159,0.357561,0.249962,0.096779,0.328535,0.656527,0.673918,0.582453,0.615368,0.184827,0.163656,0.726225,0.162033,0.507086,0.261423,0.647637,0.873263,0.337055,0.56084,0.451972,0.299402,0.299088,0.246467,0.673918,0.330018,0.378888,0.15714,0.326846,0.296645,0.185173,Control,Memantine,S/C,c-SC-m
3412_4,0.051406,0.075806,0.466446,0.403379,0.324408,0.405711,0.491686,0.807983,0.494368,0.13922,0.06929,0.755704,0.401224,0.595984,0.39073,0.870316,0.606126,0.271223,0.779876,0.555767,0.047386,0.39433,0.307723,0.284821,0.243914,0.365901,0.557835,0.426439,0.616216,0.311411,0.281863,0.459236,0.315665,0.549161,0.370399,0.76182,0.555339,0.250223,0.495358,0.324364,0.311833,0.25373,0.314906,0.351446,0.660892,0.397253,0.484222,0.19972,0.376581,0.193154,0.101648,0.352096,0.719859,0.784958,0.72447,0.658446,0.22418,0.336113,0.90391,0.203595,0.595171,0.362886,0.660835,0.971802,0.460887,0.669081,0.483912,0.292433,0.393037,0.446522,0.784958,0.406713,0.392981,0.261215,0.424855,0.424068,0.254852,Control,Memantine,S/C,c-SC-m
3412_5,0.054005,0.081334,0.496494,0.430568,0.318164,0.407673,0.503813,0.838782,0.532674,0.132671,0.076369,0.772313,0.43516,0.601744,0.452483,0.88926,0.624795,0.290262,0.738027,0.551705,0.048572,0.377409,0.316604,0.278434,0.252557,0.373166,0.558554,0.458123,0.630428,0.303262,0.354259,0.466069,0.327656,0.540673,0.334532,0.769394,0.552878,0.249186,0.486064,0.296148,0.382811,0.237836,0.322759,0.322791,0.609323,0.364111,0.47181,0.195271,0.364077,0.195723,0.102313,0.355949,0.681438,0.799599,0.662772,0.663495,0.214126,0.332932,0.827917,0.185503,0.550184,0.350495,0.645157,0.893327,0.507973,0.629453,0.461114,0.278604,0.369797,0.359533,0.799599,0.413709,0.447223,0.245551,0.405385,0.427418,0.233826,Control,Memantine,S/C,c-SC-m
3412_6,0.052979,0.083711,0.479349,0.428043,0.090903,0.387911,0.57806,0.838265,0.572865,0.126899,0.0682,0.78576,0.368851,0.613676,0.468836,0.89527,0.637031,0.287662,0.677169,0.241994,0.062714,0.380219,0.426889,0.277879,0.252929,0.375118,0.565423,0.450258,0.651129,0.31304,0.276604,0.466649,0.326752,0.557623,0.354723,0.745508,0.551877,0.24717,0.526188,0.304505,0.257889,0.237092,0.31218,0.337998,0.620324,0.340734,0.460182,0.184813,0.348379,0.247866,0.101328,0.338176,0.707916,0.73296,0.684774,0.654775,0.220596,0.337253,0.841719,0.185407,0.546321,0.303431,0.655991,0.912949,0.470599,0.608216,0.458605,0.261147,0.363896,0.335636,0.73296,0.36299,0.430576,0.196913,0.409953,0.383245,0.223095,Control,Memantine,S/C,c-SC-m
3412_7,0.055847,0.073334,0.48424,0.388145,0.259493,0.468932,0.556748,0.772077,0.510664,0.161134,0.072807,0.821307,0.46026,0.64145,0.424473,0.796887,0.573131,0.248143,0.77207,0.580824,0.054822,0.422332,0.383614,0.24117,0.200409,0.350799,0.590444,0.445744,0.599714,0.419064,0.304756,0.390539,0.298829,0.552487,0.442139,0.772325,0.61947,0.2608,0.527818,0.333586,0.322579,0.289378,0.335166,0.245203,0.553329,0.329806,0.439171,0.188181,0.293432,0.1594,0.088346,0.350176,0.598977,0.694757,0.604984,0.572253,0.187972,0.273392,0.872425,0.18598,0.541558,0.319272,0.582441,0.907797,0.491429,0.617187,0.429106,0.254291,0.554966,0.475719,0.694757,0.459344,0.376102,0.271606,0.534064,0.49909,0.274506,Control,Memantine,S/C,c-SC-m
3412_8,0.061899,0.074058,0.482427,0.395922,0.286725,0.435891,0.525343,0.768742,0.520187,0.141006,0.073273,0.769153,0.387684,0.628578,0.430684,0.780753,0.583323,0.258211,0.737962,0.571626,0.05935,0.429087,0.374153,0.246753,0.222075,0.345219,0.577373,0.4772,0.599629,0.423389,0.298902,0.377461,0.29641,0.581218,0.356136,0.758662,0.586529,0.251713,0.544225,0.301817,0.330316,0.272747,0.323248,0.237372,0.534831,0.282015,0.419438,0.202245,0.282008,0.140463,0.087353,0.333764,0.596079,0.66806,0.608544,0.569765,0.17231,0.266919,0.844858,0.183343,0.496183,0.303319,0.570808,0.843991,0.492822,0.582207,0.386449,0.228722,0.461054,0.429959,0.66806,0.340031,0.401191,0.23757,0.501269,0.584395,0.2667,Control,Memantine,S/C,c-SC-m
3412_9,0.059877,0.083564,0.469349,0.387682,0.29235,0.419327,0.530466,0.762976,0.565243,0.130855,0.068253,0.777476,0.3777,0.598314,0.38331,0.794696,0.597501,0.255347,0.754416,0.56561,0.059527,0.424276,0.493219,0.242953,0.19801,0.355545,0.607588,0.465664,0.609312,0.414506,0.294277,0.387608,0.305601,0.562395,0.30743,0.72443,0.582255,0.249634,0.482472,0.286802,0.260328,0.235399,0.317273,0.235,0.535349,0.259093,0.414616,0.165285,0.299806,0.169744,0.081647,0.326196,0.560729,0.697553,0.650727,0.574583,0.185233,0.190928,0.797115,0.166819,0.534888,0.327466,0.619119,0.848862,0.523482,0.552697,0.364232,0.264693,0.510491,0.560399,0.697553,0.339441,0.41232,0.279627,0.496077,0.466116,0.265821,Control,Memantine,S/C,c-SC-m
3412_10,0.055427,0.064399,0.495228,0.33301,0.217878,0.45078,0.540421,0.696279,0.485082,0.151796,0.075572,0.843317,0.371958,0.609694,0.347649,0.720048,0.535661,0.229734,0.732848,0.507259,0.062479,0.518341,0.432685,0.224677,0.154272,0.32177,0.585732,0.598666,0.549848,0.412977,0.282649,0.299251,0.27514,0.641725,0.479622,0.770022,0.63483,0.278061,0.574783,0.358703,0.452214,0.376488,0.345616,0.203301,0.478394,0.40711,0.434405,0.245268,0.297206,0.146711,0.081644,0.352761,0.574426,0.702004,0.579236,0.502086,0.224376,0.331329,0.926309,0.214602,0.628207,0.433929,0.633216,0.888777,0.626025,0.647134,0.429864,0.308851,0.624961,0.560154,0.702004,0.449652,0.524583,0.315893,0.701972,0.653125,0.284241,Control,Memantine,S/C,c-SC-m
3412_11,0.051732,0.06623,0.482875,0.335945,0.228513,0.405374,0.545149,0.712585,0.522306,0.145242,0.06848,0.765334,0.365422,0.594763,0.344647,0.722387,0.551516,0.232896,0.683687,0.531354,0.057278,0.463979,0.432606,0.21736,0.170941,0.336453,0.56909,0.467852,0.570284,0.380802,0.298241,0.320415,0.282152,0.655142,0.405582,0.793064,0.610887,0.260114,0.520212,0.371425,0.44469,0.324725,0.333064,0.223245,0.488281,0.401296,0.456589,0.243693,0.294526,0.123973,0.084907,0.357442,0.584191,0.74533,0.696476,0.6585,0.222343,0.389609,0.951445,0.206237,0.601677,0.366268,0.599595,0.865039,0.6254,0.645372,0.422394,0.349461,0.703284,0.655522,0.74533,0.438403,0.508136,0.295722,0.820961,0.676527,0.294742,Control,Memantine,S/C,c-SC-m
3412_12,0.050733,0.066894,0.540365,0.349978,0.214546,0.443717,0.585328,0.712026,0.571646,0.136097,0.067565,0.777091,0.453564,0.583989,0.415361,0.721998,0.557026,0.236843,0.728007,0.533435,0.066206,0.457689,0.427409,0.209875,0.162558,0.334209,0.616246,0.445236,0.572225,0.400838,0.387742,0.325311,0.287649,0.601577,0.487802,0.748696,0.616688,0.290157,0.532133,0.34231,0.439964,0.313368,0.326538,0.199888,0.468008,0.338334,0.424861,0.210175,0.285612,0.125059,0.079282,0.354385,0.586169,0.673088,0.670539,0.519391,0.223337,0.250864,0.838695,0.17929,0.606813,0.339681,0.571331,0.801815,0.659248,0.580625,0.395891,0.305699,0.592021,0.715376,0.673088,0.444924,0.440799,0.283862,0.714601,0.579541,0.2574,Control,Memantine,S/C,c-SC-m
